ACE2	255.59383895574018	179.0894804570691
Angiotensin_II	365.5158074567044	173.6834052902825
AGTR1	486.07065554931614	144.67958420148355
ADAM17	586.3113053989279	141.14821058960257
EGF	729.3687012945561	46.86906576547284
TNF_alpha	630.0317957799383	79.3536411743764
IL6R	735.14400318215	277.880018455724
STAT3	929.2554675343911	307.1509796295809
SARS_COV_2	156.37937654167058	236.85998376292818
IL6	1003.8340891675984	234.96588800687394
TNF	1239.308390771108	76.97922081599316
NFKB1	1118.2758903308336	77.48102200311132
EGFR	983.9696476487206	98.36563505176306
ACE2	218.87076044660876	142.62812777295764
Angiotensin_II	375.82693724135777	216.7928919907114
AGTR1	526.5540994430874	199.63135766915718
ADAM17	699.0803522349678	180.74514878223874
EGF	824.4124387049286	79.95441168366193
TNF_alpha	741.6676624911057	138.77835540378564
IL6R	856.5394452914874	275.6972675841172
STAT3	959.4313918701607	348.54369476538113
IL6	1038.915468041144	276.43604955970454
NFKB1	1113.8801757286622	149.71321207277913
EGFR	988.620216015129	45.625
	861.9437016978891	141.195997533768
IL6	821.3187016978891	144.33156091404967
STAT3	902.5687016978891	144.33156091404967
	969.3735626992757	175.20978081660311
IL6	928.7485626992758	178.3453441968848
STAT3	1009.9985626992758	178.3453441968848
	1128.0601582541526	290.28259508614343
IL6	1087.4351582541526	293.4181584664251
STAT3	1168.6851582541526	293.4181584664251
	1161.669256119154	246.50195425904747
IL6	1121.044256119154	249.63751763932916
STAT3	1202.294256119154	249.63751763932916
	106.25	278.75193843545304
ACE2	65.625	281.88750181573477
SARS_COV_2	146.875	281.88750181573477
	324.84150960444447	270.0303187606007
ACE2	284.21650960444447	273.16588214088245
SARS_COV_2	365.46650960444447	273.16588214088245
	311.7304770074919	188.22965305844025
	307.38854210919163	151.63131257940074
	440.1284377139077	179.46936233190934
	457.0186522948394	207.1353140311206
	612.6555196553965	192.387064915367
	736.6006310306749	103.57208544293218
	672.0978515741803	127.89083682965092
	774.350070256063	230.21130125250846
	876.0011666288096	337.4678215261757
	166.41152970426708	172.43666023568386
	924.1721522796646	236.78607815929263
	977.8176881217571	287.723256264809
	1000.9250707477536	312.98838461671505
	1042.8267848982416	352.1614083697464
	1178.2423950934399	114.0424605250585
	1081.2941472286739	223.2114889725997
	1054.9134844041146	118.89059963106376
	1054.5647681716528	88.98015575096997
	205.8034881027815	227.82277614436265
	247.4455088700659	216.07441460184134
	910.5003458207887	69.573276709417
	284.77667871460415	236.6090622189614
	318.519385651693	221.61213759222062
	850.9569757211596	226.00468768109604
	991.0910224413169	266.6216229578999
	223.41793393035283	281.51412763059943
	185.44162647193303	203.15979241146346
	211.2950686189145	252.18353211612754
	159.45861410955195	202.48364557526264
	281.7409928859028	210.7705614289155
	241.8883736423199	344.6188889488153
	201.05006301861073	362.7847994880259
	904.5985632338712	256.9984079576873
	950.7813575794344	272.5293148533355
	1009.5997345880197	339.156379610717
	1034.5508454207688	323.740874500911
	1063.20863306504	190.0364109013703
	1112.6080085534031	200.09658006003207
	235.15940228935057	242.38341942943495
	223.9185507933202	206.61816116322296
