identifier_hgnc_symbol	color
BAD	#ce1256
 CASP3	#ce1256
CASP3	#ce1256
BAX	#ce1256
 BAX	#ce1256
 BID	#ce1256
ATF4	#ce1256
BCL2	#ce1256
 BCL2L1	#ce1256
BCL2L1	#ce1256
 BCL2	#ce1256
 MAP3K5	#ce1256
BID	#ce1256
IKBKB	#ce1256
 IKBKE	#ce1256
FOS	#ce1256
STAT1	#ce1256
 IKBKB	#ce1256
 STAT1	#ce1256
IKBKE	#ce1256
ITCH	#ce1256
 ITCH	#ce1256
TICAM1	#ce1256
