identifier_hgnc_symbol	color
BCL2	#ce1256
HSPA5	#ce1256
BCL2L1	#ce1256
CASP3	#ce1256
ATF4	#ce1256
ATF6	#ce1256
CAPN1	#ce1256
CDK5	#ce1256
EIF2S3	#ce1256
ERN1	#ce1256
FOS	#ce1256
JUN	#ce1256
MAPK14	#ce1256
MAPK8	#ce1256
PP2CA	#ce1256
RYR1	#ce1256
SIGMAR1	#ce1256
TRIM13	#ce1256
VDAC1	#ce1256
VDAC2	#ce1256
VDAC3	#ce1256
